Frequency_Hz,Re_Z_ohm,Im_Z_ohm,NegIm_Z_ohm
1446.13121,21535.395974295847,-35172.880090157116,35172.880090157116
1467.80256,21860.826685498763,-35336.34951178919,35336.34951178919
1489.79867,21410.72601347614,-35087.41557732568,35087.41557732568
1512.12441,21201.863788779072,-34587.45612142927,34587.45612142927
1534.78472,20759.24386340473,-33819.009638635835,33819.009638635835
1557.7846,21040.002341840966,-33430.362997556396,33430.362997556396
1581.12916,21147.07565973408,-33191.7028372678,33191.7028372678
1604.82356,20886.163715640174,-32875.80467004286,32875.80467004286
1628.87303,20439.62005363353,-32351.030227814397,32351.030227814397
1653.2829,20741.45816478678,-31787.00633306628,31787.00633306628
1678.05857,20005.16426780115,-31097.93233626749,31097.93233626749
1703.20552,20338.39335482258,-30864.715530232068,30864.715530232068
1728.72932,19818.963758517286,-30589.777662677483,30589.777662677483
1754.63561,19755.228981892866,-29994.5392199034,29994.5392199034
1780.93013,20047.140385398303,-29033.95759704054,29033.95759704054
1807.61869,20119.701084119377,-29732.320815603158,29732.320815603158
1834.7072,19440.477525883143,-28933.755018286323,28933.755018286323
1862.20165,19209.99781874877,-27816.345203066445,27816.345203066445
1890.10812,20184.08465343281,-27966.371551690223,27966.371551690223
1918.43279,19289.910905247038,-27259.247424272246,27259.247424272246
1947.18193,19188.851717510926,-27363.841261404694,27363.841261404694
1976.3619,19026.551646179105,-26734.40166564779,26734.40166564779
2005.97915,19064.98102092499,-26351.759938176376,26351.759938176376
2036.04023,18592.399589393288,-26231.796329897054,26231.796329897054
2066.55181,18985.803486653826,-25497.404561187654,25497.404561187654
2097.52062,19083.68801960158,-25223.09195278701,25223.09195278701
2128.95352,19064.50923547505,-25250.82647938843,25250.82647938843
2160.85747,18882.388896383938,-24485.671005417225,24485.671005417225
2193.23952,19038.855607723344,-24459.12888140911,24459.12888140911
2226.10685,18064.864997869692,-23945.04906986143,23945.04906986143
2259.46671,18357.78375315143,-23437.81267525754,23437.81267525754
2293.32649,18589.153967364447,-22991.77268455276,22991.77268455276
2327.69369,18528.84862308726,-23097.200613747154,23097.200613747154
2362.57591,18032.98619051866,-22720.1793720419,22720.1793720419
2397.98086,18319.075420534242,-22206.227812119745,22206.227812119745
2433.91639,18316.097082543143,-22419.380330196876,22419.380330196876
2470.39043,18113.288447706236,-21970.05075725283,21970.05075725283
2507.41106,18331.780199163426,-21668.173492930346,21668.173492930346
2544.98648,17667.39942997419,-21178.751099816407,21178.751099816407
2583.12499,17742.640579558993,-20863.020011509707,20863.020011509707
2621.83503,17392.14308681159,-20091.498107567248,20091.498107567248
2661.12518,17581.842541725724,-20305.626086475946,20305.626086475946
2701.00411,17674.18987521051,-19798.778567976166,19798.778567976166
2741.48066,17534.580917627965,-19873.689554475222,19873.689554475222
2782.56379,17623.595814050987,-19268.53353557464,19268.53353557464
2824.26257,17218.231322591917,-19100.648146161984,19100.648146161984
2866.58624,17216.470158496937,-19038.47576923262,19038.47576923262
2909.54416,17210.50185602654,-18518.761164006643,18518.761164006643
2953.14584,17537.15348457292,-18609.975219308424,18609.975219308424
2997.40092,17224.67513285117,-17909.718440512122,17909.718440512122
3042.3192,17118.52620794071,-17699.53152411946,17699.53152411946
3087.91061,17161.572779708185,-17796.175393190253,17796.175393190253
3134.18524,16650.764655416853,-17602.150601167774,17602.150601167774
3181.15333,17021.16855930624,-17252.069862940116,17252.069862940116
3228.82528,16830.761090597935,-16530.88368386495,16530.88368386495
3277.21162,16826.21285670916,-16380.499482081083,16380.499482081083
3326.32307,16656.138302221832,-16070.045327675953,16070.045327675953
3376.17049,16723.58138448443,-16034.53668498214,16034.53668498214
3426.76491,16485.486063651755,-15587.914202240334,15587.914202240334
3478.11752,16861.223363252055,-15364.064170299518,15364.064170299518
3530.23969,16594.228353444265,-15180.785465741234,15180.785465741234
3583.14295,16660.639069498277,-14972.898344429392,14972.898344429392
3636.83901,16526.416128408942,-14631.110812045104,14631.110812045104
3691.33974,16610.305570924913,-14747.837808589391,14747.837808589391
3746.65721,16372.32926928371,-14328.853326294375,14328.853326294375
